_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Geospatial Address,Geospatial Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
4661,106852,1801498010,match charter public school,110 poydras st,110 poydras st,,boston,2136,110 poydras st,boston,2136,12700,,K-12 School,K-12 School (12700.0),54.3,90,689199.1,689199.1,36603.364,,0,,,,,,,,,,,,,,,,,,,,,,12.63,in compliance,36603.364,2025,No,No,No,No,No,No,C10045,
1472,102089,1802340000,city of boston,100 hebron st,100 hebron st,,boston,2126,monterey av,boston,2126,171025,,K-12 School,"K-12 School (171025.0),Swimming Pool (0.0)",92.6,40,15838780.5,13387499.3,711010.088,718429.4,147378.607,,,,,,,,,,,,,,,,,,,,,,6.62,in compliance,858388.695,2025,Yes,No,No,No,Yes,Yes,,
1473,102090,1803703000,city of boston,154-164 ruskindale rd,154-164 ruskindale rd,,boston,2136,154  156 ruskindale rd,boston,2136,25791,,K-12 School,K-12 School (25791.0),9.7,,250225,250225,13289.45,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,13289.45,2030,No,No,No,No,No,No,C10056,
5490,108041,1803703000,,154 ruskindale road,154 ruskindale road,,boston,2136,,,,1821,,K-12 School,K-12 School (1821.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2030,No,No,No,No,No,No,,
1934,102863,1805161000,city of boston,426 beech st,426 beech st,,boston,2131,426 beech st,boston,2131,27936,,K-12 School,K-12 School (27936.0),67.6,59,1887989.6,1564515,83091.392,94805,19448.298,,,,,,,,,,,,,,,,,,,,,,12,in compliance,102539.69,2030,No,No,No,No,No,No,,
5513,108070,1805161000,,426 beech st,426 beech st,,roslindale,2131,,,,2734,,K-12 School,K-12 School (2734.0),50.8,18,138977.3,,,40731.9,8355.742,,,,,,,,,,,,,,,,,,,,,,,in compliance,8355.742,2030,Yes,No,No,No,Yes,Yes,,
1935,102864,1805700000,city of boston,450 poplar st,450 poplar st,,boston,2131,450 poplar st,boston,2131,25281,,K-12 School,K-12 School (25281.0),79.4,44,2006317.1,1682608.9,89363.359,94873.4,19462.329,,,,,,,,,,,,,,,,,,,,,,14.53,in compliance,108825.688,2030,No,No,No,No,No,No,,
1936,102865,1806519000,city of boston,40 philbrick st,40 philbrick st,,boston,2131,40 philbrick st,boston,2131,19480,,K-12 School,K-12 School (19480.0),59.3,62,1155170.7,855738,45448.245,87758.7,18002.82,,,,,,,,,,,,,,,,,,,,,,17.19,in compliance,63451.065,2030,No,No,No,No,No,No,,
1474,102091,1806597000,city of boston,570 american legion hwy,570 american legion hwy,,boston,2131,570 american legion hw,boston,2131,46205,,K-12 School,K-12 School (46205.0),71.5,29,3305721.2,2098655.3,111459.583,353770.8,72572.542,,,,,,,,,,,,,,,,,,,,,,10.46,in compliance,184032.125,2025,No,No,No,No,No,No,,
1476,102093,1807529000,city of boston,655 metropolitan ave,655 metropolitan ave,,boston,2136,655 metropolitan av,boston,2136,191060,,K-12 School,K-12 School (191060.0),58.7,55,11212879.6,7586680.1,402928.58,1062778,218018.279,,,,,,,,,,,,,,,,,,,,,,3.9,in compliance,620946.859,2025,No,No,No,No,No,No,,
1477,102094,1807633008,city of boston,612 metropolitan ave,612 metropolitan ave,,boston,2136,612 metropolitan av,boston,2136,49130,,K-12 School,K-12 School (49130.0),60.2,69,2956734.5,2423935.1,128735.193,156154.6,32033.555,,,,,,,,,,,,,,,,,,,,,,5.52,in compliance,160768.748,2025,No,No,No,No,No,No,,
3634,105389,1809140010,,1286 hyde park ave,1286 hyde park ave,,boston,2136,1286 hyde park av,boston,2136,40295,0,K-12 School,"K-12 School (40295.0),Parking (16250.0)",Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,pending revisions,,2025,No,No,No,No,No,No,,
1481,102098,1809550000,city of boston,30 millstone rd,30 millstone rd,,boston,2136,30 millstone rd,boston,2136,14968,,K-12 School,K-12 School (14968.0),80.3,22,1201377.4,767200,40745.992,127250.1,26104.086,,,,,,,,,,,,,,,,,,,,,,11.63,in compliance,66850.078,2030,No,No,No,No,No,No,,
1483,102100,1809913000,city of boston,95 needham rd,95 needham rd,,boston,2136,170 washington st,boston,2136,31370,,K-12 School,K-12 School (31370.0),108.3,17,3396746.2,2733385.1,145170.083,194420,39883.319,,,,,,,,,,,,,,,,,,,,,,7.47,in compliance,185053.402,2030,No,No,No,No,No,No,,
903,101231,1811281000,boston trinity academy inc,5-21 hale st,5-21 hale st,,boston,2136,29 hale st,boston,2136,100000,0,K-12 School,"K-12 School (100000.0),Parking (0.0)",53.5,71,5346881.1,3807900.3,202237.585,451049.4,92528.274,,,,,,,,,,,,,,,,,,,,,,590.15,in compliance,294765.859,2025,No,No,No,No,No,No,,
1486,102104,1811478000,city of boston,40 gordon ave,40 gordon ave,,boston,2136,40 gordon av,boston,2136,32127,,K-12 School,K-12 School (32127.0),65.7,61,2111098.3,1740555.2,92440.887,108600,22278.204,,,,,,,,,,,,,,,,,,,,,,10.82,in compliance,114719.091,2030,No,No,No,No,No,No,,
5488,108039,1811478000,,40 gordon ave,40 gordon ave,,boston,2136,,,,1821,,K-12 School,K-12 School (1821.0),36.4,48,66348.7,,,19445.7,3989.091,,,,,,,,,,,,,,,,,,,,,,,in compliance,3989.091,2030,Yes,No,No,No,Yes,Yes,,
1487,102105,1811999000,city of boston,35 sunnyside st,35 sunnyside st,,boston,2136,35 sunnyside st,boston,2136,32582,,K-12 School,K-12 School (32582.0),55.5,72,1806822.4,1437572.1,76349.454,108221.1,22200.476,,,,,,,,,,,,,,,,,,,,,,8.5,in compliance,98549.93,2030,No,No,No,No,No,No,,
1491,102109,1902069000,city of boston,493 centre st,493 centre st,,boston,2130,493 centre st,boston,2130,122183,,K-12 School,K-12 School (122183.0),44.4,86,5429885.3,4246364.9,225524.44,346870,71156.912,,,,,,,,,,,,,,,,,,,,,,9.89,in compliance,296681.352,2025,No,No,No,No,No,No,,
1492,102110,1902069000,city of boston,40 pershing rd,40 pershing rd,,boston,2130,493 centre st,boston,2130,33884,,K-12 School,K-12 School (33884.0),52.1,58,1765018.7,1037226,55087.073,213303.8,43757.142,,,,,,,,,,,,,,,,,,,,,,18.03,in compliance,98844.215,2025,No,No,No,No,No,No,,
1493,102111,1902518000,city of boston,130 louder's ln,130 louder's ln,,boston,2130,130 louders la,boston,2130,17391,,K-12 School,K-12 School (17391.0),96,26,1669941.3,1327738,70516.165,100294,20574.311,,,,,,,,,,,,,,,,,,,,,,22.79,in compliance,91090.476,2030,No,No,No,No,No,No,,
1495,102113,1903097000,city of boston,15 basile st,15 basile st,,boston,2131,15 basile st,boston,2131,49105,,K-12 School,K-12 School (49105.0),39.5,85,1941391.2,1301086,69100.677,187662.7,38497.126,,,,,,,,,,,,,,,,,,,,,,12.53,in compliance,107597.803,2025,No,No,No,No,No,No,,
1502,102121,1904029000,city of boston,105 cummins hwy,105 cummins hwy,,boston,2131,105 cummins hw,boston,2131,110377,,K-12 School,K-12 School (110377.0),54.4,82,6000256.5,5337365.2,283467.466,194282.3,39855.071,,,,,,,,,,,,,,,,,,,,,,4.16,in compliance,323322.537,2025,Yes,No,No,No,Yes,Yes,,
1503,102122,1904771000,city of boston,25 walk hill st,25 walk hill st,,boston,2130,25 walk hill st,boston,2130,36091,,K-12 School,K-12 School (36091.0),98.5,26,3555564.9,2992137,158912.396,165131.3,33875.035,,,,,,,,,,,,,,,,,,,,,,10.14,in compliance,192787.431,2025,No,No,No,No,No,No,,
1505,102124,2000931000,city of boston,236 beech st,236 beech st,,boston,2131,236 beech st,boston,2131,16248,,K-12 School,K-12 School (16248.0),60.5,65,982370.8,781814,41522.142,58779.8,12058.088,,,,,,,,,,,,,,,,,,,,,,21.86,in compliance,53580.23,2030,No,No,No,No,No,No,,
1506,102125,2003045000,city of boston,5125 washington st,5125 washington st,,boston,2132,5125 washington st,boston,2132,37452,,K-12 School,K-12 School (37452.0),73.4,51,2748435.2,2277319,120948.412,138076.3,28324.972,,,,,,,,,,,,,,,,,,,,,,24.76,in compliance,149273.384,2025,No,No,No,No,No,No,,
1508,102127,2006132000,city of boston,140 russett rd,140 russett rd,,boston,2132,russett rd,boston,2132,24163,,K-12 School,K-12 School (24163.0),64,62,1545788.1,1242067,65966.178,89015.6,18260.66,,,,,,,,,,,,,,,,,,,,,,6.34,in compliance,84226.838,2030,No,No,No,No,No,No,,
1510,102129,2007832000,city of boston,20 mount vernon st,20 mount vernon st,,boston,2132,20 mt vernon st,boston,2132,93374,,K-12 School,K-12 School (93374.0),66.4,59,6199678.7,5029857.8,267135.748,342854.9,70333.254,,,,,,,,,,,,,,,,,,,,,,6.39,in compliance,337469.002,2025,No,No,No,No,No,No,,
1195,101777,2008916000,christian brothers,235 baker st,235 baker st,,boston,2132,235 baker st,boston,2132,91425,,K-12 School,K-12 School (91425.0),69.1,71,6318172.5,4719745.2,250665.668,468472.3,96102.408,,,,,,,,,,,,,,,,,,,,,,9.74,in compliance,346768.076,2025,No,No,No,No,No,No,,
1511,102130,2008982000,city of boston,1205 vfw pkwy,1205 vfw pkwy,,boston,2132,1205 vfw pw,boston,2132,221728,,K-12 School,"K-12 School (221728.0),Swimming Pool (0.0)",59.8,76,13265031.4,10540345.6,559797.755,798559.8,163816.557,,,,,,,,,,,,,,,,,,,,,,1.49,in compliance,723614.312,2025,Yes,No,No,No,Yes,Yes,,
1513,102134,2009606000,city of boston,35 baker st,35 baker st,,boston,2132,45 baker st,boston,2132,24695,,K-12 School,K-12 School (24695.0),50.4,76,1245388.9,945335,50206.742,87940.8,18040.176,,,,,,,,,,,,,,,,,,,,,,14.56,in compliance,68246.918,2030,No,No,No,No,No,No,,
1514,102135,2012032000,city of boston,175 w boundary rd,175 w boundary rd,,boston,2132,175 w boundary rd,boston,2132,87000,,K-12 School,K-12 School (87000.0),172.2,3,14978577.1,13646886.9,724786.163,390296.1,80065.342,,,,,,,,,,,,,,,,,,,,,,8.85,in compliance,804851.505,2025,No,No,No,No,No,No,,
1515,102136,2100255000,city of boston,50 saint mary's st,50 saint mary's st,,boston,2215,50 st marys st,boston,2215,17299,,K-12 School,K-12 School (17299.0),56.4,78,975520,844845,44869.718,38298.7,7856.595,,,,,,,,,,,,,,,,,,,,,,4.03,in compliance,52726.313,2030,No,No,No,No,No,No,,
2887,104329,2100411000,,265 babcock st,265 babcock st,,boston,2215,1001 commonwealth av,boston,2215,24000,,K-12 School,K-12 School (24000.0),75.8,5,1819334.9,430330.2,22854.837,407094,83511.263,,,,,,,,,,,,,,,,,,,,,,32.35,in compliance,106366.1,2030,No,No,No,No,No,No,,
1517,102138,2101095000,city of boston,40 armington st,40 armington st,,boston,2134,40 armington st,boston,2134,201824,,K-12 School,K-12 School (201824.0),110.6,13,22326311.8,17911043.1,951255.499,1294041,265459.571,,,,,,,,,,,,,,,,,,,,,,4.49,in compliance,1216715.07,2025,Yes,No,No,No,Yes,Yes,,
1518,102140,2101240000,city of boston,20 warren st,20 warren st,,boston,2135,20 warren st,boston,2135,113199,,K-12 School,K-12 School (113199.0),62.5,64,7077799.3,5709159.7,303213.472,401125.3,82286.844,,,,,,,,,,,,,,,,,,,,,,5.9,in compliance,385500.316,2025,No,No,No,No,No,No,,
1519,102141,2101837000,city of boston,25 warren st,25 warren st,,boston,2135,25 warren st,boston,2135,216213,,K-12 School,K-12 School (216213.0),43.8,77,9463087.1,6125975.1,325350.538,978051.6,200637.505,,,,,,,,,,,,,,,,,,,,,,4.22,in compliance,525988.043,2025,No,No,No,No,No,No,,
1520,102142,2102045000,city of boston,121 corey rd,121 corey rd,,boston,2135,121 corey rd,boston,2135,27777,,K-12 School,K-12 School (27777.0),50.2,81,1393817.4,1130652,60048.928,77129.4,15822.325,,,,,,,,,,,,,,,,,,,,,,21.95,in compliance,75871.253,2030,No,No,No,No,No,No,,
1521,102143,2102501000,city of boston,198 strathmore rd,198 strathmore rd,,boston,2135,198 strathmore rd,boston,2135,31570,,K-12 School,K-12 School (31570.0),52.4,81,1654921.2,1403525,74541.213,73680,15114.715,,,,,,,,,,,,,,,,,,,,,,12.1,in compliance,89655.928,2030,No,No,No,No,No,No,,
1522,102144,2201148000,city of boston,30 athol st,30 athol st,,boston,2134,30 athol st,boston,2134,59196,,K-12 School,K-12 School (59196.0),52,76,3078081.7,2408091,127893.713,196363,40281.906,,,,,,,,,,,,,,,,,,,,,,7.08,in compliance,168175.619,2025,No,No,No,No,No,No,,
4714,106925,2204028000,city of boston,50 beechcroft st,50 beechcroft st,,boston,2135,50 beechcroft st,boston,2135,13011,,K-12 School,K-12 School (13011.0),85.1,13,1107553.1,629259,33419.945,140180,28756.525,,,,,,,,,,,,,,,,,,,,,,8.31,in compliance,62176.47,2030,No,No,No,No,No,No,,
1524,102146,2204036000,city of boston,95 beechcroft st,95 beechcroft st,,boston,2135,95 beechcroft st,boston,2135,47134,,K-12 School,K-12 School (47134.0),51,80,2403759.9,1956822,103926.816,130990,26871.289,,,,,,,,,,,,,,,,,,,,,,4.25,in compliance,130798.105,2025,No,No,No,No,No,No,,
1525,102147,2204864000,city of boston,54 dighton st,54 dighton st,,boston,2135,dighton st,boston,2135,41016,,K-12 School,K-12 School (41016.0),63.5,57,2605852.2,1977157.1,105006.814,184260,37799.096,,,,,,,,,,,,,,,,,,,,,,8.72,in compliance,142805.91,2025,No,No,No,No,No,No,,
1526,102148,2205229000,city of boston,60 glenmont rd,60 glenmont rd,,boston,2135,60 glenmont rd,boston,2135,100500,,K-12 School,K-12 School (100500.0),63.5,63,6376817.4,5177825.9,274994.334,351404.3,72087.078,,,,,,,,,,,,,,,,,,,,,,10.64,in compliance,347081.412,2025,No,No,No,No,No,No,,
5558,C10011,,,312 border st.,312 border st.,,boston,2128,,,,216786,,K-12 School,"K-12 School (158706.0),Other - Recreation (58080.0),Swimming Pool (0.0)",111.8,,24245977.4,20842445.9,1106942.302,997518,204630.843,,,,,,,,,,,,,,,,,,,,,,11.78,,1311573.145,,,,,,,,,
5560,C10013,,,240 medford street,240 medford street,,boston,2129,,,,235620,,K-12 School,"K-12 School (183752.0),Social/Meeting Hall (51868.0)",106.5,14,25101749.1,20078754.3,1066382.641,1472156,301998.082,,,,,,,,,,,,,,,,,,,,,,5.67,,1368380.723,,,,,,,,,
5561,C10014,,,50 school st.,50 school st.,,boston,2129,,,,60709,,K-12 School,K-12 School (60709.0),56.7,73,3445038.7,2817931.3,149660.331,183794.7,37703.645,,,,,,,,,,,,,,,,,,,,,,28.86,,187363.976,,,,,,,,,
5564,C10017,,,200 heath st,200 heath st,,boston,2130,,,,137800,,K-12 School,"K-12 School (137800.0),Swimming Pool (0.0)",108.3,24,14926511.6,12355853,656219.353,753416.9,154555.943,,,,,,,,,,,,,,,,,,,,,,12.25,,810775.296,,,,,,,,,
5565,C10018,,,325 mt. vernon st,325 mt. vernon st,,boston,2125,,,,191833,,K-12 School,K-12 School (191833.0),55.6,69,10667620.1,8771094.1,465832.808,555840,114025.018,,,,,,,,,,,,,,,,,,,,,,3.86,,579857.826,,,,,,,,,
5572,C10025,,,232 centre st,232 centre st,,boston,2124,,,,32567,,K-12 School,K-12 School (32567.0),47.1,58,1533240.3,829047.5,44030.713,206387.1,42338.25,,,,,,,,,,,,,,,,,,,,,,17.19,,86368.963,,,,,,,,,
5592,C10045,,,50-110 poydras street,50-110 poydras street,,boston,2136,,,,51700,,K-12 School,K-12 School (51700.0),90.9,11,4701127.6,2498570.7,132699.09,645532.5,132424.537,,,,,,,,,,,,,,,,,,,,,,6.2,,265123.627,,,,,,,,,
5602,C10056,,,154 ruskindale rd,154 ruskindale rd,,boston,2126,,,,27612,,K-12 School,K-12 School (27612.0),25.4,95,701197.6,250225,13289.45,132172.5,27113.867,,,,,,,,,,,,,,,,,,,,,,,,40403.317,,,,,,,,,
2466,103787,202161000,hood park llc mass llc,500 rutherford ave,500 rutherford ave,,boston,2129,480  570 rutherford av,boston,2129,368750,,Laboratory,"Office (39144.0),College/University (119531.0),Laboratory (210075.0)",109.7,,40437898.1,12004117.4,637538.675,8333464,1709526.805,,,,,,,,,,,,,,,,,,,,,,,in compliance,2347065.48,2025,Yes,No,No,No,Yes,Yes,C10065,
297,100417,203510010,are-79-96 charlestown navy,79-96 thirteenth st,79-96 thirteenth st,,boston,2129,96 thirteenth st,boston,2129,25309,,Laboratory,Laboratory (25309.0),143.8,,3639728.2,1980199.7,105168.406,486380,99775.993,,,,,,,,,,,,,,,,,,,,,,3.89,in compliance,204944.399,2030,No,No,No,No,No,No,,
2788,104222,203510155,mass biomedical research  corporation,75 thirteenth st,75 thirteenth st,,boston,2129,75 thirteenth st,boston,2129,51880,,Laboratory,Laboratory (51880.0),309.3,,16047218.8,8760116.7,465249.798,2135727,438123.037,,,,,,,,,,,,,,,,,,,,,,20.25,in compliance,903372.835,2025,No,No,Yes,Yes,No,No,,
1662,102496,203510451,constitution office park le,149 thirteenth st,149 thirteenth st,,boston,2129,149 thirteenth st,boston,2129,704270,,Laboratory,Laboratory (704270.0),247.4,,174228937.5,80744156.8,4288322.168,27398820,5620593.935,,,,,,,,,,,,,,,,,,,,,,45.09,in compliance,9908916.103,2025,No,No,Yes,Yes,No,No,,
3577,105303,300624000,retina foundation the,20 staniford st,20 staniford st,,boston,2114,20 staniford st,boston,2114,114327,,Laboratory,Laboratory (114327.0),293.6,,33566589.3,27069.3,1437.651,3746140,768483.16,,,,,,20757689.7,1145824.471,,,,,,,,,,,,,,,89.71,in compliance,1915745.282,2025,No,No,Yes,Yes,No,No,,
4301,106341,305104000,tufts college trsts of,150 harrison ave,150 harrison ave,,boston,2111,166 harrison av,boston,2111,179900,,Laboratory,Laboratory (179900.0),242.9,,43695860.9,21238.2,1127.961,7128100,1462258.434,,,,,,19353545.8,1285075.441,,,,,,,,,,,,,,,31.06,in compliance,2748461.836,2025,No,No,No,No,No,No,,
4304,106348,305251000,tufts university trst,136-146 harrison ave,136-146 harrison ave,,boston,2111,136 harrison av,boston,2111,296730,,Laboratory,Laboratory (296730.0),242.4,,71917080,8515.8,452.274,9830528,2016634.514,,,,,,38366802,2547555.653,,,,,,,,,,,,,,,29.56,in compliance,4564642.441,2025,No,No,No,No,No,No,,
2488,103814,305381003,hta-tupper llc,15-19 kneeland st,15-19 kneeland st,,boston,2111,15  19 kneeland st,boston,2111,122974,,Laboratory,Laboratory (122974.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,pending revisions,,2025,No,No,No,No,No,No,,
8,100011,306234010,,1000-1020 washington st,1000-1020 washington st,,boston,2118,321 harrison av,boston,2118,239877,0,Laboratory,"Laboratory (239877.0),Parking (105000.0)",51.3,,12314964.6,1453612.9,77201.381,3183280,653018.059,,,,,,,,,,,,,,,,,,,,,,,in compliance,730219.44,2025,Yes,No,No,No,Yes,Yes,,
536,100771,401845000,boston hospital for women,221 longwood ave,221 longwood ave,,boston,2115,221 longwood av,boston,2115,251981,,Laboratory,"Laboratory (183874.0),Outpatient Rehabilitation/Physical Therapy (68107.0)",326.8,,82349680.7,,,10171950,2461611.9,,,,,,47642987.5,3034858.304,,,,,,,,,,,,,,,11.12,in compliance,5496470.204,2025,No,No,No,No,No,No,,
2938,104408,401847020,,33 avenue louis pasteur,33 avenue louis pasteur,,boston,2115,33 avenue louis pasteur,boston,2115,467024,128798,Laboratory,"Laboratory (467024.0),Parking (128798.0)",Not Available,,Not Available,393950,20922.685,19432800,4702737.6,,,,,,97844132.5,6232671.24,,,,,,,,,,,,,,,30.25,in compliance,10956331.53,2025,No,No,No,No,No,No,,
489,100703,401853022,,3 blackfan ci,3 blackfan ci,,boston,2115,3 blackfan ci,boston,2115,751740,299115,Laboratory,"Restaurant (355.0),Laboratory (751385.0),Parking (299115.0)",407,,305922786.8,192906995.9,10245290.55,33123030,6794858.374,,,,,,,,,,,,,,,,,,,,,,42.91,pending revisions,17040148.93,2025,No,No,Yes,Yes,No,No,,
1182,101756,401853100,childrens hospital corp,1 blackfan cir,1 blackfan cir,,boston,2115,53 binney st,boston,2115,321187,,Laboratory,Laboratory (321187.0),405.1,,130128055.3,,,11529110,2790044.62,,,,33895440.3,2118465.019,56895287.5,3624229.814,,,,,,,,,,,,,,,46.92,in compliance,8532739.453,2025,No,No,No,No,No,No,,
1746,102617,401898000,dana-farber cancer institute,35 binney st,35 binney st,,boston,2115,43 binney st,boston,2115,101432,,Laboratory,"Urgent Care/Clinic/Other Outpatient (9511.0),Medical Office (36891.0),Food Service (609.0),Laboratory (54421.0)",418.4,,42438460,699,37.124,2836087,686333.054,,,,10977695.9,686105.994,21783335.9,1387598.497,,,,,,,,,,,,,,,11.46,in compliance,2760074.669,2025,No,No,No,No,No,No,C10010,
1180,101754,401913000,children cancer research,440 brookline ave,440 brookline ave,,boston,2215,440 brookline av,boston,2215,120905,,Laboratory,"Medical Office (46814.0),Laboratory (74091.0)",364.9,,44120130.9,1501.4,79.739,3674015,889111.63,,,,13996464.8,874779.05,17586426.1,1120255.343,,,,,,,,,,,,,,,45.03,in compliance,2884225.762,2025,No,No,No,No,No,No,C10010,
1745,102616,401919000,dana-farber cancer,1 jimmy fund way,1 jimmy fund way,,boston,2115,65 jimmy fund wy,boston,2115,327824,128317,Laboratory,"Urgent Care/Clinic/Other Outpatient (15938.0),Medical Office (113258.0),Food Service (1173.0),Laboratory (197455.0),Parking (128317.0)",598.3,,196143696.3,3271.7,173.76,9750814,2359696.988,,,,52322960.6,3270185.038,110547686.7,7041887.643,,,,,,,,,,,,,,,63.92,in compliance,12671943.43,2025,No,No,No,No,No,No,C10010,
301,100422,401967014,are/nd/cr longwood llc,360 longwood av,360 longwood av,,boston,2215,360 longwood av,boston,2215,454544,18181,Laboratory,"Food Sales (9046.0),Laboratory (445498.0),Parking (18181.0)",314.9,,143127689.1,80570528.2,4279100.753,18334460,3761131.124,,,,,,,,,,,,,,,,,,,,,,3659.31,in compliance,8040231.877,2025,No,No,No,No,No,No,,
3185,104738,402222010,northeastern university,30 leon st,30 leon st,,boston,2115,450  510 parker st,boston,2115,124572,,Laboratory,Laboratory (124572.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3191,104746,402236000,northeastern university,110 forsyth st,110 forsyth st,,boston,2115,360  402 huntington av,boston,2115,71374,,Laboratory,Laboratory (71374.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3192,104747,402236000,northeastern university,120 forsyth st,120 forsyth st,,boston,2115,360  402 huntington av,boston,2115,138762,,Laboratory,Laboratory (138762.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3196,104751,402236000,northeastern university,330 huntington ave,330 huntington ave,,boston,2115,360  402 huntington av,boston,2115,136350,,Laboratory,Laboratory (136350.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
3200,104755,402236000,northeastern university,334 huntington ave,334 huntington ave,,boston,2115,360  402 huntington av,boston,2115,82160,,Laboratory,Laboratory (82160.0),Not Available,,Not Available,,,,0,,,,,,,,,,,,,,,,,,,,,,,in compliance,,2025,No,No,No,No,No,No,C10059,
941,101275,504135010,boston university trsts of,584-598 commonwealth ave,584-598 commonwealth ave,,boston,2215,590 commonwealth av,boston,2215,287434,,Laboratory,Laboratory (287434.0),264.3,,75982647,40303464.6,2140517.005,10449980,2143708.897,,,,,,,,,,0,,,,,,,,23846.4,1769.641,,,19.63,in compliance,4285995.543,2025,No,Yes,No,No,No,No,,
