_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Geospatial Address,Geospatial Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
2526,103890,1809080000,irene lowney revocable,1228-1234 hyde park ave,1228-1234 hyde park ave,,boston,2136,1228  1234 hyde park av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,I`m not sure,No,No,No,I`m not sure,I`m not sure,,
20,100029,1809104000,1217 hp realty trust,1217 hyde park ave,1217 hyde park ave,,boston,2136,1217 r1217 hyde park av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1861,102780,1809113000,eglise evangelique mont des,1283 hyde park ave,1283 hyde park ave,,boston,2136,1283 hyde park av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1742,102613,1809131000,dana myer r,1260-1278 hyde park ave,1260-1278 hyde park ave,,boston,2136,1278  1260 hyde park av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
1743,102614,1809132000,dana myer r,1242-1254 river st,1242-1254 river st,,boston,2136,1254  1242 river st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
3367,104995,1809134000,parish of christ church,1220 river st,1220 river st,,boston,2136,1220 river st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2075,103042,1809164000,forty 4 maple st condo tr,44 maple st,44 maple st,,boston,2136,44 maple st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5448,107995,1809275000,,11 dana ave,11 dana ave,,hyde park,2136,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
897,101224,1809291000,boston renaissance charter,1415 hyde park ave,1415 hyde park ave,,boston,2136,1415 hyde park av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
4207,106235,1809357010,townhouses at neponset river,23-25 grantley st,23-25 grantley st,,boston,2136,23  35 grantley st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4208,106236,1809357010,townhouses at neponset river,33-35 grantley st,33-35 grantley st,,boston,2136,23  35 grantley st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4204,106223,1809396000,townhouses at glenwood,10 dacy st # 10,10 dacy st # 10,,boston,2136,2  20 glenwood av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4205,106233,1809396000,townhouses at glenwood,18-20 dacy st,18-20 dacy st,,boston,2136,2  20 glenwood av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4206,106234,1809396000,townhouses at glenwood,22-24 dacy st,22-24 dacy st,,boston,2136,2  20 glenwood av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2503,103854,1809445000,hyde park & reservation corp,1555 hyde park ave,1555 hyde park ave,,boston,2136,1587  1589 hyde park av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
3507,105203,1809450000,prime storage hyde park llc,1641-1645 hyde park ave,1641-1645 hyde park ave,,boston,2136,1641  1645 hyde park av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,I`m not sure,No,No,No,I`m not sure,I`m not sure,,
4584,106758,1809452000,windover partners llc,1715 hyde park av,1715 hyde park av,,boston,2136,1715 hyde park av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
44,100061,1809452001,1717 hyde park avenue llc,1717-1719 hyde park ave,1717-1719 hyde park ave,,boston,2136,1725 hyde park av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
4215,106248,1809455003,trec llc,1660 hyde park ave,1660 hyde park ave,,boston,2136,1660 hyde park av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2551,103920,1809792100,james g grant co llc mass llc,50 wolcott ct,50 wolcott ct,,boston,2136,50 wolcott ct,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2784,104217,1809793100,mass bay transp auth,41 wolcott ct,41 wolcott ct,,boston,2136,hyde park av,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5099,107527,1809837000,,204 neponset valley pw,204 neponset valley pw,,boston,2136,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1131,101697,1811578000,,1332-1336 river st,1332-1336 river st,,boston,2136,1332  1336 river st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
3345,104960,1811886000,ozdemir sefer ts,161 reservation rd,161 reservation rd,,boston,2136,161 reservation rd,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3346,104962,1811887000,ozdemir sefer ts,100-104 business st,100-104 business st,,boston,2136,100  104 business st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
4468,106573,1811893010,village at cleary square tr,21 business ter,21 business ter,,boston,2136,54 -64a business st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3446,105096,1812142000,pleasant ruscito llc,1580 river st,1580 river st,,boston,2136,1582 river st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3595,105340,1812146002,river st 1520 llc,1520 river st,1520 river st,,boston,2136,1520 river st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2697,104095,1812151000,life storage lp,140 neponset valley pkwy,140 neponset valley pkwy,,boston,2136,21 neponset valley pw,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
2712,104114,1812152050,lofts at westinghouse,1 westinghouse pz,1 westinghouse pz,,boston,2136,1 westinghouse pz,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
5165,107623,1812484000,,1900 river st,1900 river st,,boston,2136,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5166,107624,1812484000,,1904 river st,1904 river st,,boston,2136,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2207,103314,1813010000,gioioso joseph ts,50 sprague st,50 sprague st,,boston,2136,50 sprague st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
3267,104849,1813013010,omb sprague llc,36 sprague st,36 sprague st,,boston,2136,36  40 sprague st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3268,104850,1813013010,omb sprague llc,38-40 sprague st,38-40 sprague st,,boston,2136,36  40 sprague st,boston,2136,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
294,100414,1900926000,arbour hosp inc mass corp,49 robinwood ave,49 robinwood ave,,boston,2130,49 robinwood av,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
5062,107481,1901073000,,632-638 centre st,632-638 centre st,,boston,2130,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4955,107318,1901105000,,29-31 green st,29-31 green st,,boston,2130,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,I`m not sure,No,No,No,I`m not sure,I`m not sure,,
1542,102172,1901144010,citygreen condo tr,111-121 green st,111-121 green st,,boston,2130,111  131 green st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1543,102173,1901144010,citygreen condo tr,131-135 green st,131-135 green st,,boston,2130,111  131 green st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
165,100215,1901392000,702 centre street llc,704-718 centre st,704-718 centre st,,boston,2130,702 b718a centre st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3852,105777,1901393000,silver harriet k trst,684-702 centre st,684-702 centre st,,boston,2130,702  686 centre st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3781,105644,1901398000,seaverns and brown nominee  trust,2-6 brown ter,2-6 brown ter,,boston,2130,2  6 brown te,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,I`m not sure,No,No,No,I`m not sure,I`m not sure,,
3993,105946,1901409000,stamatos james c,668a-672 centre st,668a-672 centre st,,boston,2130,6 seaverns av,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1716,102586,1901475000,custer estate condo tr,25 custer st,25 custer st,,boston,2130,25  29 custer st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
1717,102587,1901475000,custer estate condo tr,29 custer st,29 custer st,,boston,2130,25  29 custer st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
268,100378,1901801000,ames oliver f trsts,6 eliot st,6 eliot st,,boston,2130,centre st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5450,107997,1901852000,,57 eliot st # 21,57 eliot st # 21,,jamaica plain,2130,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5451,107998,1901852000,,100 pond st,100 pond st,,jamaica plain,2130,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5452,107999,1901852000,,60 burroughs st,60 burroughs st,,jamaica plain,2130,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5453,108002,1901852000,,57 eliot st,57 eliot st,,jamaica plain,2130,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5498,108049,1901852000,,55 eliot st,55 eliot st,,jamaica plain,2130,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
5499,108050,1901852000,,51 eliot st,51 eliot st,,jamaica plain,2130,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3025,104530,1901890000,myrtle centre lp,649-655 centre st,649-655 centre st,,boston,2130,649  655 centre st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2010,102969,1901937000,first baptist church jamaica,633 centre st,633 centre st,,boston,2130,629  633 centre st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3475,105150,1901946000,pondview condominium tr,18 pond st,18 pond st,,boston,2130,18 pond st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3003,104500,1901984000,synh llc,14-16 lakeville rd,14-16 lakeville rd,,boston,2130,16  14 lakeville rd,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3608,105354,1902013000,rogerson house inc,434 jamaicaway,434 jamaicaway,,boston,2130,434 jamaicaway st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
3473,105143,1902014000,pondside condo tr,24 beaufort rd,24 beaufort rd,,boston,2130,7  33 lakeville rd,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
3474,105144,1902014000,pondside condo tr,6 beaufort rd,6 beaufort rd,,boston,2130,7  33 lakeville rd,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
2403,103623,1902203000,hellenic college inc,222-258 prince st,222-258 prince st,,boston,2130,262 prince st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
2404,103624,1902203000,hellenic college inc,262 prince st,262 prince st,,boston,2130,262 prince st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
2405,103625,1902203000,hellenic college inc,270 prince st,270 prince st,,boston,2130,262 prince st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
2406,103626,1902203000,hellenic college inc,240 prince st,240 prince st,,boston,2130,262 prince st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
2245,103358,1902206000,greek arch holy cross,222  258 prince st,222  258 prince st,,boston,2130,222  258 prince st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
4613,106794,1902263000,zayek reverand francis m,61 rockwood st,61 rockwood st,,boston,2130,61 rockwood st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3843,105764,1902456000,,420 pond st,420 pond st,,boston,2130,420  414 pond st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
3844,105766,1902456000,,416 pond st,416 pond st,,boston,2130,420  414 pond st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
3845,105767,1902456000,,418 pond st,418 pond st,,boston,2130,420  414 pond st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
2459,103780,1902719000,home for italian children,1125 centre st,1125 centre st,,boston,2130,1125 centre st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
2460,103781,1902719000,home for italian children,11 whitcomb ave,11 whitcomb ave,,boston,2130,1125 centre st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
219,100299,1902803000,adams arboretum condo tr,1000 centre st,1000 centre st,,boston,2130,1020  990 centre st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
220,100300,1902803000,adams arboretum condo tr,1010 centre st,1010 centre st,,boston,2130,1020  990 centre st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
221,100301,1902803000,adams arboretum condo tr,1020 centre st,1020 centre st,,boston,2130,1020  990 centre st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
222,100302,1902803000,adams arboretum condo tr,990 centre st,990 centre st,,boston,2130,1020  990 centre st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
223,100303,1902803000,adams arboretum condo tr,998 centre st,998 centre st,,boston,2130,1020  990 centre st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
290,100409,1902838000,apw llc,3803-3829 washington st,3803-3829 washington st,,boston,2131,3803  3829 washington st,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2201,103308,1902878000,gertel maurice trst,18-22 arboretum rd,18-22 arboretum rd,,boston,2131,22  18 arboretum rd,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
3682,105441,1902889000,roslindale storage holdings  llc,44 lochdale rd,44 lochdale rd,,boston,2131,44 lochdale rd,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
4040,106005,1902901000,sullivan jeffrey p,20 mahler rd,20 mahler rd,,boston,2131,20 mahler rd,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2045,103010,1903232000,florence apartments lp mass lp,106a fawndale rd,106a fawndale rd,,boston,2131,84  166 fawndale rd,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2085,103056,1903376010,forty-40 washington condo tr,4040 washington st,4040 washington st,,boston,2131,9  17 whipple av,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2086,103057,1903376010,forty-40 washington condo tr,4038-4040 washington st,4038-4040 washington st,,boston,2131,9  17 whipple av,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2087,103058,1903376010,forty-40 washington condo tr,4048 washington st,4048 washington st,,boston,2131,9  17 whipple av,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2088,103059,1903376010,forty-40 washington condo tr,11-15 whipple ave,11-15 whipple ave,,boston,2131,9  17 whipple av,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2089,103060,1903376010,forty-40 washington condo tr,4044 washington st,4044 washington st,,boston,2131,9  17 whipple av,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
1058,101486,1903799000,brooke school foundation inc,190-200 cummins hwy,190-200 cummins hwy,,boston,2131,190 cummins hw,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
3663,105421,1903940000,roman catholic arch bos,1031 canterbury st,1031 canterbury st,,boston,2131,1031 canterbury st,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
5117,107551,1903998000,,237 cummins hw,237 cummins hw,,boston,2131,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2001,102959,1904009000,fifty seymour st condo tr,50 seymour st,50 seymour st,,boston,2131,50 seymour st,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3656,105412,1904134040,roman cath arch of boston church,169-177 cummins hwy,169-177 cummins hwy,,boston,2131,169  177 cummins hw,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2084,103055,1904222000,forty-238 washington st llc mass llc,4238-4244 washington st,4238-4244 washington st,,boston,2131,4244  4238 washington st,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3674,105432,1904229000,roslindale congregational  church,25 cummins hwy,25 cummins hwy,,boston,2131,25 cummins hw,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
460,100654,1904604000,bethel african methodist,32 walk hill st,32 walk hill st,,boston,2130,32 walk hill st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
461,100655,1904604000,bethel african methodist,86 wachusett st,86 wachusett st,,boston,2130,32 walk hill st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
462,100656,1904605000,bethel african methodist,84 wachusett st,84 wachusett st,,boston,2130,84 wachusett st,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
4595,106772,1904914000,woodbourne condominium tr,35 eldridge rd,35 eldridge rd,,boston,2130,35 eldridge rd,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5104,107532,1904938000,,280 hyde park av,280 hyde park av,,boston,2130,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4594,106771,1904952000,,6 southbourne rd,6 southbourne rd,,boston,2130,6 southbourne rd,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
3362,104989,1905052030,parcel u phase a llc,143  171 hyde park av,143  171 hyde park av,,boston,2130,143  171 hyde park av,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
3363,104990,1905052040,parcel u phase b llc,119  141 hyde park av,119  141 hyde park av,,boston,2130,119  141 hyde park av,boston,2130,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
1504,102123,2000011000,city of boston,4199 washington st,4199 washington st,,boston,2131,4199 washington st,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4128,106113,2000024010,the residences at tafthill park condominium trust,10  20 tafthill pk,10  20 tafthill pk,,boston,2131,10  20 tafthill pk,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
4312,106360,2000086000,twenty -24 corinth rlty llc,20-24 corinth st,20-24 corinth st,,boston,2131,20  24 corinth st,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
1675,102510,2000088000,corinth-birch llc,14-22 birch st,14-22 birch st,,boston,2131,14  22 birch st,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2246,103359,2000244000,greek orthodox parish,35-39 belgrade ave,35-39 belgrade ave,,boston,2131,2  8 robert st,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
4060,106029,2000360000,swbcdc homes llc,4345-4351 washington st,4345-4351 washington st,,boston,2131,4345  4351 washington st,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2390,103607,2000386000,hayes road condominium corp a mass cp,6 hayes rd,6 hayes rd,,boston,2131,6 hayes rd,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
5185,107652,2001360000,,183-185 belgrade ave,183-185 belgrade ave,,boston,2131,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
85,100117,2001397000,317 belgrade llc,317-325 belgrade ave,317-325 belgrade ave,,boston,2131,317 belgrade av,boston,2131,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
5340,107858,2001413000,,260 belgrade av,260 belgrade av,,boston,2131,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2047,103012,2001615000,foley michael j,416 belgrade ave,416 belgrade ave,,boston,2132,416 belgrade av,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3365,104993,2001651000,parish emanuel w r,21 stratford st,21 stratford st,,boston,2132,clement av,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
3989,105939,2002283000,st matthews syrian orthodox church,149 park st,149 park st,,boston,2132,march av,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,No,No,No,No,No,No,,
3991,105943,2002524000,st>georges syrian orthodox,55 emmonsdale rd,55 emmonsdale rd,,boston,2132,55 emmonsdale rd,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,,,,,,,,
4355,106415,2002709000,two lagrange st condo tr,2 lagrange st,2 lagrange st,,boston,2132,2 lagrange st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
498,100722,2002859000,bornstein sidney ts,4881-4891 washington st,4881-4891 washington st,,boston,2132,4881  4891 washington st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
499,100723,2002859000,bornstein sidney ts,4887 washington st #1,4887 washington st #1,,boston,2132,4881  4891 washington st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030,,,,,,,,
2443,103752,2002964000,highview park condo tr,4975 washington st,4975 washington st,,boston,2132,4975 washington st,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,No,No,No,No,No,,
4286,106326,2003263000,trustees of roxbury,101 st theresa av,101 st theresa av,,boston,2132,101 st theresa av,boston,2132,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025,No,Yes,No,No,No,No,,
