_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Geospatial Address,Geospatial Address.1,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes,Cluster_2,Cluster_3
2725,104133,2101822000.0,,153 kelton st,153 kelton st,153 kelton st,,2134.0,3  15 lorraine te,boston,2134,37488.0,,Multifamily Housing,Multifamily Housing (37488.0),54.7,95.0,2050903.144,1575400.0,83669.494,139362.0,28588.721,,,,,,,,,,,,,,,,,,,,,,62.77,in compliance,112258.215,2025.0,No,No,No,No,No,No,,,0.0,2.0
2601,103987,2101825000.0,,159 kelton st,159 kelton st,159 kelton st,,2134.0,159  161 kelton st,boston,2134,26580.0,,Multifamily Housing,Multifamily Housing (26580.0),81.0,57.0,2151786.548,1994223.8,105913.226,46179.0,9473.16,,,,,,,,,,,,,,,,,,,,,,42.68,in compliance,115386.386,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
3553,105268,2101829000.0,,1455 commonwealth ave,1455 commonwealth ave,1455 commonwealth ave,,2135.0,1455 commonwealth av,boston,2135,102948.0,0.0,Multifamily Housing,"Multifamily Housing (102948.0),Parking (20500.0)",58.1,95.0,5976761.324,5081701.6,269889.172,262327.0,53813.761,,,,,,,,,,,,,,,,,,,,,,26.12,in compliance,323702.933,2025.0,No,No,No,No,No,No,,,0.0,2.0
1035,101434,2101829050.0,brighton marine health center inc,1465 commonwealth av,1465 commonwealth av,1465 commonwealth av,,2135.0,1465 commonwealth av,boston,2135,125448.0,0.0,Multifamily Housing,"Multifamily Housing (125448.0),Parking (4700.0)",31.0,99.0,3888415.492,1830669.0,97226.831,603091.0,123718.088,,,,,,,,,,,,,,,,,,,,,,22.46,in compliance,220944.919,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
869,101173,2101831500.0,,29-31 jette ct,29,31 jette ct,,2135.0,29  31 jette ct,boston,2135,53310.0,,Multifamily Housing,Multifamily Housing (53310.0),45.8,,2443007.484,1316000.0,69892.76,330307.0,67759.178,,,,,,,,,,,,,,,,,,,,,,55.08,in compliance,137651.938,2025.0,No,No,No,No,No,No,,,0.0,0.0
5356,107877,2101831600.0,,801-843 jette ct,801,843 jette ct,,2135.0,,,,42222.0,,Multifamily Housing,Multifamily Housing (42222.0),60.2,,2540472.624,1501000.0,79718.11,304652.0,62496.311,,,,,,,,,,,,,,,,,,,,,,55.08,in compliance,142214.421,2025.0,,,,,,,,,0.0,0.0
1119,101682,2101833010.0,ccf-bvshssf washington 1 llc,159-199 washington st,159,199 washington st,,2135.0,159  199 washington st,boston,2135,540060.0,0.0,Multifamily Housing,"Multifamily Housing (540060.0),Swimming Pool (0.0),Parking (114508.0)",44.5,93.0,24055697.48,12105399.5,642917.767,3502432.0,718488.9,,,,,,,,,,,,,,,,,,,,,,19.78,in compliance,1361406.667,2025.0,No,No,No,No,No,No,,,1.0,1.0
870,101174,2101840000.0,,91-95 washington st,91,95 washington st,,2135.0,91  95 washington st,boston,2135,88210.0,,Multifamily Housing,Multifamily Housing (88210.0),101.9,14.0,8991231.68,7866500.0,417789.815,329640.0,67622.35,,,,,,,,,,,,,,,,,,,,,,33.12,in compliance,485412.165,2025.0,No,No,No,No,No,No,,,1.0,1.0
4529,106679,2101844000.0,,127 washington st,127 washington st,127 washington st,,2135.0,127  135 washington st,boston,2135,85146.0,0.0,Multifamily Housing,"Multifamily Housing (85146.0),Parking (9149.0)",88.8,15.0,7556948.48,6744500.1,358200.4,238115.0,48846.911,,,,,,,,,,,,,,,,,,,,,,41.3,in compliance,407047.311,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
871,101175,2101845000.0,,32-34 fidelis way,32,34 fidelis way,,2135.0,34  32 fidelis wy,boston,2135,58974.0,,Multifamily Housing,Multifamily Housing (58974.0),53.0,,3123382.984,2053100.0,109040.141,313682.0,64348.725,,,,,,,,,,,,,,,,,,,,,,55.08,in compliance,173388.866,2025.0,No,No,No,No,No,No,,,1.0,1.0
4647,106832,2101846000.0,,14-16 fidelis way,14,16 fidelis way,,2135.0,12 fidelis wy,boston,2135,52770.0,,Multifamily Housing,Multifamily Housing (52770.0),62.4,,3295162.424,2106500.1,111876.22,348377.0,71466.058,,,,,,,,,,,,,,,,,,,,,,55.08,in compliance,183342.278,2025.0,No,No,No,No,No,No,,,0.0,2.0
4648,106833,2101848000.0,,"6 fidelis way
",6 fidelis way,6 fidelis way,,2135.0,6 8 fidelis wa,boston,2135,53010.0,,Multifamily Housing,Multifamily Housing (53010.0),34.8,100.0,1845117.7,1204600.0,63976.306,187725.0,38509.907,,,,,,,,,,,,,,,,,,,,,,84.06,in compliance,102486.213,2025.0,No,No,No,No,No,No,,,0.0,2.0
4646,106831,2101849000.0,,"2-4 fidelis way
",2,4 fidelis way,,2135.0,2 4 fidelis wa,boston,2135,53016.0,,Multifamily Housing,Multifamily Housing (53016.0),36.3,99.0,1925635.896,1203800.0,63933.818,211558.0,43399.008,,,,,,,,,,,,,,,,,,,,,,84.06,in compliance,107332.826,2025.0,No,No,No,No,No,No,,,0.0,2.0
5361,107882,2101851100.0,,1301-1317 jette ct,1301,1317 jette ct,,2135.0,,,,26553.0,,Multifamily Housing,Multifamily Housing (26553.0),70.9,,1883575.932,1326700.0,70461.037,163211.0,33481.105,,,,,,,,,,,,,,,,,,,,,,55.08,in compliance,103942.142,2025.0,,,,,,,,,0.0,2.0
3587,105323,2101882000.0,,2 larose pl,2 larose pl,2 larose pl,,2135.0,2 larose pl,boston,2135,23000.0,,Multifamily Housing,Multifamily Housing (23000.0),42.1,92.0,968662.568,583400.0,30984.374,112914.0,23163.178,,,,,,,,,,,,,,,,,,,,,,37.97,in compliance,54147.552,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
4498,106642,2101900000.0,washington associates llc,116 washington st,116 washington st,116 washington st,,2135.0,116 washington st,boston,2135,22400.0,,Multifamily Housing,Multifamily Housing (22400.0),76.9,93.0,1721658.788,30600.0,1625.166,86824.0,17811.075,,,,,,,,,,1394815.3,103509.243,,,,,,,,,,,73.59,in compliance,122945.484,2025.0,No,No,No,No,No,No,,,1.0,1.0
3315,104909,2101912000.0,,108 washington st,108 washington st,108 washington st,,2135.0,108  100 washington st,boston,2135,20000.0,,Multifamily Housing,Multifamily Housing (20000.0),59.6,88.0,1192841.404,34000.0,1805.74,55467.0,11378.5,,,,,,,,,,969588.0,71953.125,,,,,,,,,,,23.61,in compliance,85137.365,2030.0,No,No,No,No,No,No,,,0.0,2.0
2272,103391,2101914000.0,,96 washington st,96 washington st,96 washington st,,2135.0,96 washington st,boston,2135,30348.0,,Multifamily Housing,Multifamily Housing (30348.0),67.2,89.0,2038360.812,1676600.1,89044.231,106026.0,21750.174,,,,,,,,,,,,,,,,,,,,,,8054.46,in compliance,110794.405,2025.0,No,No,No,No,No,No,,,1.0,1.0
3882,105809,2101916000.0,sixteen 07 commonwealth,1607 commonwealth ave,1607 commonwealth ave,1607 commonwealth ave,,2135.0,1607 commonwealth av,boston,2135,50000.0,0.0,Multifamily Housing,"Multifamily Housing (50000.0),Parking (3500.0)",33.1,100.0,1655876.338,1629399.9,86537.429,7759.8,1591.845,,,,,,,,,,,,,,,,,,,,,,15.8,pending revisions,88129.274,2025.0,No,No,No,No,No,No,,,1.0,1.0
3881,105808,2101917000.0,,1615 commonwealth ave,1615 commonwealth ave,1615 commonwealth ave,,2135.0,1615 commonwealth av,boston,2135,25045.0,,Multifamily Housing,Multifamily Housing (25045.0),76.2,88.0,1907424.052,71700.0,3807.987,78996.0,16205.239,,,,,,,,,,1566189.7,116226.938,,,,,,,,,,,28.62,in compliance,136240.164,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,1.0,1.0
4078,106050,2101918000.0,tahoe group llc mass llc,1619 commonwealth ave,1619 commonwealth ave,1619 commonwealth ave,,2135.0,1619 commonwealth av,boston,2135,30456.0,,Multifamily Housing,Multifamily Housing (30456.0),52.1,100.0,1587445.579,1521725.0,80818.815,19261.6,3951.325,,,,,,,,,,,,,,,,,,,,,,24.86,in compliance,84770.14,2025.0,No,No,No,No,No,No,,,0.0,0.0
1039,101438,2101925000.0,brighton place condo tr,1625 commonwealth ave,1625 commonwealth ave,1625 commonwealth ave,,2135.0,1625  1645 commonwealth av,boston,2135,303624.0,,Multifamily Housing,Multifamily Housing (303624.0),53.2,86.0,16162265.41,12960799.8,688348.077,938295.9,192482.021,,,,,,,,,,,,,,,,,,,,,,12.22,in compliance,880830.098,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
1549,102282,2101929000.0,claridge house condo tr,1653-1661 commonwealth ave,1653,1661 commonwealth ave,,2135.0,1653  1661 commonwealth av,boston,2135,45544.0,,Multifamily Housing,Multifamily Housing (45544.0),18.5,100.0,843012.252,168900.0,8970.279,197571.0,40529.715,,,,,,,,,,,,,,,,,,,,,,31.89,in compliance,49499.994,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
1572,102350,2101985000.0,colborne place llc mass llc,35-37 colborne rd,35,37 colborne rd,,2135.0,35  37 colborne rd,boston,2135,30609.0,7200.0,Multifamily Housing,"Multifamily Housing (30609.0),Parking (7200.0)",33.4,74.0,1023617.06,,,300005.0,61543.026,,,,,,,,,,,,,,,,,,,,,,2.26,in compliance,61543.026,2030.0,No,No,No,No,No,No,,,0.0,2.0
361,100492,2101991000.0,b'nai b'rith sr citizens housing inc,30 washington st,30 washington st,30 washington st,,2135.0,30  34 washington st,boston,2135,140316.0,,Multifamily Housing,Multifamily Housing (140316.0),90.0,74.0,12634546.51,10544336.2,560009.696,612605.6,125669.913,,,,,,,,,,,,,,,,,,,,,,70.14,in compliance,685679.609,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,1.0,1.0
3006,104503,2101992000.0,mount hood condo assn,25 mount hood rd,25 mount hood rd,25 mount hood rd,,2135.0,25  39 mt hood rd,boston,2135,37293.0,,Multifamily Housing,Multifamily Housing (37293.0),56.0,95.0,2088141.8,1523199.9,80897.147,165575.0,33966.056,,,,,,,,,,,,,,,,,,,,,,,pending revisions,114863.203,2025.0,No,No,No,No,No,No,,,0.0,0.0
872,101178,2102001000.0,boston housing authority,20 washington st,20 washington st,20 washington st,,2135.0,65 egremont rd,boston,2135,191105.0,,Multifamily Housing,Multifamily Housing (191105.0),57.3,61.0,10955919.86,7115099.7,377882.945,1125680.0,230921.995,,,,,,,,,,,,,,,,,,,,,,42.87,in compliance,608804.94,2025.0,No,No,No,No,No,No,,,1.0,1.0
3017,104520,2102008000.0,,7-19 mount hood rd,7,19 mount hood rd,,2135.0,7  19 mt hood rd,boston,2135,30000.0,,Multifamily Housing,Multifamily Housing (30000.0),71.2,88.0,2135105.968,1829257.7,97151.876,89639.0,18388.544,,,,,,,,,,,,,,,,,,,,,,39.87,in compliance,115540.42,2030.0,No,No,No,No,No,No,,,0.0,0.0
3724,105567,2102026010.0,,84-90 corey rd,84,90 corey rd,,2134.0,84  90 corey rd,boston,2134,27200.0,,Multifamily Housing,Multifamily Housing (27200.0),60.3,88.0,1639348.158,433225.8,23008.622,59423.2,12190.075,,,,,,,,,,1003370.4,74460.117,,,,,,,,,,,15.28,in compliance,109658.814,2030.0,No,No,No,No,No,No,,,1.0,1.0
1862,102781,2102039000.0,egremont associates llc mass llc,9-15 egremont rd,9,15 egremont rd,,2135.0,9  15 egremont rd,boston,2135,20800.0,,Multifamily Housing,Multifamily Housing (20800.0),79.7,72.0,1657038.168,,,70639.0,14490.884,,,,,,,,,,1416017.9,105082.688,,,,,,,,,,,35.34,in compliance,119573.572,2030.0,No,No,No,No,No,No,,,1.0,1.0
1673,102508,2102056000.0,corey gardens condo assn,63 corey rd,63 corey rd,63 corey rd,,2134.0,63 corey rd,boston,2134,34000.0,,Multifamily Housing,Multifamily Housing (34000.0),53.5,86.0,1819345.476,1700700.0,90324.177,34773.0,7133.333,,,,,,,,,,,,,,,,,,,,,,22.26,in compliance,97457.51,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
2615,104004,2102071000.0,,71-75 kilsyth rd,71,75 kilsyth rd,,2135.0,71  75 kilsyth rd,boston,2135,28868.0,0.0,Multifamily Housing,"Multifamily Housing (28868.0),Parking (0.0)",84.5,35.0,2439279.976,2213838.9,117576.984,66073.0,13554.215,,,,,,,,,,,,,,,,,,,,,,18.53,in compliance,131131.199,2030.0,No,No,No,No,No,No,,,0.0,0.0
2231,103342,2102110000.0,grand lanark condo tr,55-65 lanark rd,55,65 lanark rd,,2135.0,55  65 lanark rd,boston,2135,24460.0,,Multifamily Housing,Multifamily Housing (24460.0),100.6,44.0,2460033.48,2159299.8,114680.412,88140.0,18081.04,,,,,,,,,,,,,,,,,,,,,,,pending revisions,132761.452,2030.0,No,No,No,No,No,No,,,0.0,2.0
3238,104810,2102115000.0,,85 sutherland rd,85 sutherland rd,85 sutherland rd,,2135.0,85  93 sutherland rd,boston,2135,29700.0,,Multifamily Housing,Multifamily Housing (29700.0),44.4,94.0,1317717.972,970100.0,51522.011,101881.0,20899.868,,,,,,,,,,,,,,,,,,,,,,28.58,in compliance,72421.879,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,0.0
2614,104001,2102128000.0,kilsyth terrace condo tr,12 kilsyth ter,12 kilsyth ter,12 kilsyth ter,,2135.0,12  4 kilsyth te,boston,2135,34174.0,,Multifamily Housing,Multifamily Housing (34174.0),18.1,100.0,619297.412,194500.0,10329.895,124501.0,25540.135,,,,,,,,,,,,,,,,,,,,,,30.87,in compliance,35870.03,2025.0,No,No,No,No,No,No,,,0.0,0.0
3725,105571,2102137010.0,russell wm w,51 strathmore rd,51 strathmore rd,51 strathmore rd,,2135.0,51  55 strathmore rd,boston,2135,20248.0,,Multifamily Housing,Multifamily Housing (20248.0),24.4,,493299.012,295229.0,15679.612,58051.0,11908.582,,,,,,,,,,,,,,,,,,,,,,16.98,in compliance,27588.194,2030.0,No,No,No,No,No,No,,,0.0,0.0
3885,105812,2102144000.0,sixty 5 strathmore rd,65 strathmore rd,65 strathmore rd,65 strathmore rd,,2135.0,65 strathmore rd,boston,2135,22559.0,,Multifamily Housing,Multifamily Housing (22559.0),107.7,24.0,2429513.864,2125600.2,112890.627,89072.0,18272.23,,,,,,,,,,,,,,,,,,,,,,,pending revisions,131162.857,2030.0,No,No,No,No,No,No,,,1.0,1.0
383,100533,2102155000.0,bancroft realty lp mass lp,119-127 sutherland rd,119,127 sutherland rd,,2135.0,119  127 sutherland rd,boston,2135,47124.0,,Multifamily Housing,Multifamily Housing (47124.0),51.5,92.0,2428047.12,2024373.4,107514.471,118310.0,24270.113,,,,,,,,,,,,,,,,,,,,,,28.12,in compliance,131784.584,2025.0,No,No,No,No,No,No,,,0.0,0.0
4020,105981,2102164000.0,strathmore arms condo tr,68-70 strathmore rd,68,70 strathmore rd,,2135.0,63 sutherland rd,boston,2135,24956.0,,Multifamily Housing,Multifamily Housing (24956.0),111.0,44.0,2770782.896,2432199.9,129174.137,99233.0,20356.658,,,,,,,,,,,,,,,,,,,,,,60.78,in compliance,149530.795,2025.0,No,No,No,No,No,No,,,0.0,0.0
4199,106218,2102170000.0,,76 strathmore rd,76 strathmore rd,76 strathmore rd,,2135.0,35 chiswick rd,boston,2135,22056.0,,Multifamily Housing,Multifamily Housing (22056.0),144.5,9.0,3186691.476,2871600.1,152510.681,92348.0,18944.269,,,,,,,,,,,,,,,,,,,,,,65.55,in compliance,171454.95,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10093,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire building. See this building's corresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings.,0.0,0.0
3727,105576,2102176000.0,,81 strathmore rd,81 strathmore rd,81 strathmore rd,,2135.0,81  89 strathmore rd,boston,2135,51400.0,,Multifamily Housing,Multifamily Housing (51400.0),48.0,98.0,2468966.622,,,138993.5,28513.127,,,,,,,,,,1994720.8,148028.231,,,,,,,,,,,42.92,in compliance,176541.358,2025.0,No,No,No,No,No,No,,,0.0,2.0
2150,103131,2102229000.0,gable ii realty trust,61-69 chiswick rd,61,69 chiswick rd,,2135.0,69  61 chiswick rd,boston,2135,40236.0,,Multifamily Housing,Multifamily Housing (40236.0),80.7,32.0,3245143.4,,,298400.0,61213.776,,,,,,,,,,2227002.6,165265.863,,,,,,,,,,,23.52,in compliance,226479.639,2025.0,No,No,No,No,No,No,,,0.0,0.0
1629,102435,2102300000.0,commonwealth proper lp mass lp,1820 commonwealth ave,1820 commonwealth ave,1820 commonwealth ave,,2135.0,1820 commonwealth av,boston,2135,27000.0,,Multifamily Housing,Multifamily Housing (27000.0),81.8,80.0,2208474.024,1900790.1,100950.962,90177.0,18498.91,,,,,,,,,,,,,,,,,,,,,,46.82,in compliance,119449.872,2025.0,No,No,No,No,No,No,,,0.0,2.0
1630,102436,2102301000.0,commonwealth properties,1810 commonwealth ave,1810 commonwealth ave,1810 commonwealth ave,,2135.0,1810 commonwealth av,boston,2135,27000.0,,Multifamily Housing,Multifamily Housing (27000.0),80.7,83.0,2179240.008,1900790.1,100950.962,81609.0,16741.27,,,,,,,,,,,,,,,,,,,,,,46.82,in compliance,117692.232,2025.0,No,No,No,No,No,No,,,0.0,2.0
1631,102437,2102302000.0,commonwealth properties,1800 commonwealth ave,1800 commonwealth ave,1800 commonwealth ave,,2135.0,1800 commonwealth av,boston,2135,27000.0,,Multifamily Housing,Multifamily Housing (27000.0),82.5,80.0,2227837.124,1900790.1,100950.962,95852.0,19663.079,,,,,,,,,,,,,,,,,,,,,,46.82,in compliance,120614.041,2025.0,No,No,No,No,No,No,,,0.0,2.0
1632,102438,2102304000.0,commonwealth properties,66 chiswick rd,66 chiswick rd,66 chiswick rd,,2135.0,66  70 chiswick rd,boston,2135,40484.0,,Multifamily Housing,Multifamily Housing (40484.0),73.2,73.0,2962089.552,2590707.0,137592.449,108846.0,22328.668,,,,,,,,,,,,,,,,,,,,,,31.2,in compliance,159921.117,2025.0,No,No,No,No,No,No,,,0.0,2.0
3352,104969,2102312000.0,palica ann c ts,1848-1850 commonwealth ave,1848,1850 commonwealth ave,,2135.0,1850  1848 commonwealth av,boston,2135,62916.0,,Multifamily Housing,Multifamily Housing (62916.0),52.4,,3295134.464,2730799.9,145032.783,165397.0,33929.541,,,,,,,,,,,,,,,,,,,,,,27.66,in compliance,178962.324,2025.0,No,No,No,No,No,No,,,0.0,2.0
1914,102841,2102331000.0,englewood condominium tr,137 englewood ave,137 englewood ave,137 englewood ave,,2135.0,137  145 englewood av,boston,2135,56239.0,,Multifamily Housing,Multifamily Housing (56239.0),93.5,53.0,5260261.332,42439.9,2253.983,206636.0,42389.309,,,,,,,,,,4512779.4,334893.359,,,,,,,,,,,41.13,in compliance,379536.651,2030.0,No,No,No,No,No,No,,,0.0,2.0
3561,105281,2102352000.0,reservoir place condo tr,2 sutherland rd,2 sutherland rd,2 sutherland rd,,2135.0,6  2 sutherland rd,boston,2135,77117.0,,Multifamily Housing,Multifamily Housing (77117.0),125.7,7.0,9692479.328,7862900.1,417598.624,536219.0,109999.966,,,,,,,,,,,,,,,,,,,,,,633.83,in compliance,527598.59,2025.0,No,No,No,No,No,No,,,0.0,2.0
4021,105982,2102366000.0,,48-52 strathmore rd,48,52 strathmore rd,,2135.0,52  48 strathmore rd,boston,2135,33793.0,,Multifamily Housing,Multifamily Housing (33793.0),111.9,35.0,3782703.192,3336700.2,177212.148,130716.0,26815.08,,,,,,,,,,,,,,,,,,,,,,41.61,in compliance,204027.228,2025.0,Yes,No,No,No,Yes,Yes,,,0.0,2.0
4305,106349,2102379000.0,,4 ayr rd,4 ayr rd,4 ayr rd,,2135.0,4 ayr rd,boston,2135,21120.0,,Multifamily Housing,Multifamily Housing (21120.0),102.2,17.0,2158236.44,50800.0,2697.988,44295.0,9086.676,,,,,,,,,,1956301.9,145177.164,,,,,,,,,,,24.04,in compliance,156961.828,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
1553,102288,2102396000.0,cleveland circle llc mass llc,1930-1936 beacon st,1930,1936 beacon st,,2135.0,1928  1960 beacon st,boston,2135,34040.0,,Multifamily Housing,"Strip Mall (14750.0),Multifamily Housing (19290.0)",74.3,,2530539.304,797100.0,42333.981,508042.0,104219.736,,,,,,,,,,,,,,,,,,,,,,64.25,in compliance,146553.717,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
4141,106129,2102405000.0,thirty 6-46 orkney road condo tr,36 orkney rd,36 orkney rd,36 orkney rd,,2135.0,46  36 orkney rd,boston,2135,40000.0,,Multifamily Housing,Multifamily Housing (40000.0),90.6,50.0,3625550.188,476700.0,25317.537,103749.0,21283.07,,,,,,,,,,2794858.6,207406.457,,,,,,,,,,,12.81,in compliance,254007.064,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,0.0,2.0
4536,106688,2102439010.0,waterworks museum condo,2442-2450 beacon st,2442,2450 beacon st,,2135.0,2450 beacon st,boston,2135,47342.0,,Multifamily Housing,Multifamily Housing (47342.0),41.5,,1963890.476,1448600.0,76935.146,151023.0,30980.858,,,,,,,,,,,,,,,,,,,,,,33.98,in compliance,107916.004,2030.0,No,No,No,No,No,No,,,0.0,2.0
4574,106740,2102439060.0,whitehall condo trust,2420 beacon st,2420 beacon st,2420 beacon st,,2135.0,2420 beacon st,boston,2135,49939.0,,Multifamily Housing,Multifamily Housing (49939.0),36.7,93.0,1834223.372,1067100.0,56673.681,224831.0,46121.831,,,,,,,,,,,,,,,,,,,,,,16.15,in compliance,102795.512,2030.0,No,No,No,No,No,No,,,0.0,0.0
4533,106685,2102439200.0,watermark condo trust,2400 beacon st,2400 beacon st,2400 beacon st,,2135.0,2400 beacon st,boston,2135,141940.0,,Multifamily Housing,Multifamily Housing (141940.0),47.8,74.0,6791289.707,3660339.9,194400.652,917628.9,188242.393,,,,,,,,,,,,,,,,,,,,,,24.97,in compliance,382643.045,2025.0,No,No,No,No,No,No,,,0.0,0.0
3386,105020,2102469000.0,parklake realty corp,1960-1980 commonwealth ave,1960,1980 commonwealth ave,,2135.0,1980  1960 commonwealth av,boston,2135,141204.0,,Multifamily Housing,Multifamily Housing (141204.0),80.3,56.0,11331857.1,10164100.1,539815.356,342250.0,70209.165,,,,,,,,,,,,,,,,,,,,,,25.93,in compliance,610024.521,2025.0,Yes,No,No,No,Yes,Yes,,,0.0,2.0
3728,105579,2102471000.0,,1950 commonwealth ave,1950 commonwealth ave,1950 commonwealth ave,,2135.0,1950 commonwealth av,boston,2135,60500.0,,Multifamily Housing,Multifamily Housing (60500.0),49.0,99.0,2965407.037,,,159008.1,32618.922,,,,,,,,,,2422871.4,179801.287,,,,,,,,,,,32.62,in compliance,212420.209,2025.0,No,No,No,No,No,No,,,0.0,2.0
3562,105285,2102474000.0,,1925 commonwealth ave,1925 commonwealth ave,1925 commonwealth ave,,2135.0,271 chestnut hill av,boston,2135,232810.0,18177.0,Multifamily Housing,"Multifamily Housing (232810.0),Parking (18177.0)",49.2,92.0,11457335.82,7522300.1,399509.358,1153293.0,236586.526,,,,,,,,,,,,,,,,,,0.0,,,,33.83,in compliance,636095.884,2025.0,No,No,No,No,No,No,,,0.0,0.0
3559,105279,2102478000.0,reservoir manor realty tr,1945-1949 commonwealth ave,1945,1949 commonwealth ave,,2135.0,1945  1949 commonwealth av,boston,2135,48655.0,,Multifamily Housing,Multifamily Housing (48655.0),102.2,64.0,4970813.044,4347399.7,230890.398,182712.0,37481.54,,,,,,,,,,,,,,,,,,,,,,43.54,in compliance,268371.938,2025.0,No,No,No,No,No,No,,,0.0,0.0
51,100071,2102480000.0,1955 comm ave llc,1955 commonwealth ave,1955 commonwealth ave,1955 commonwealth ave,,2135.0,1955 commonwealth av,boston,2135,48132.0,,Multifamily Housing,Multifamily Housing (48132.0),64.2,76.0,3090381.912,2085967.2,110785.718,124701.0,25581.163,,,,,,,,578934.9,42551.715,,,,,,,,,,,,,43.14,in compliance,178918.596,2025.0,No,No,No,No,No,No,,,0.0,2.0
4965,107338,2102495000.0,,288 chestnut hill av,288 chestnut hill av,288 chestnut hill av,,2135.0,,,,31897.0,,Multifamily Housing,Multifamily Housing (31897.0),85.9,51.0,2740445.372,2238690.3,118896.842,147056.0,30167.068,,,,,,,,,,,,,,,,,,,,,,42.58,in compliance,149063.91,2025.0,No,No,No,No,No,No,,,0.0,2.0
3331,104933,2102503000.0,,160 strathmore rd,160 strathmore rd,160 strathmore rd,,2135.0,160 strathmore rd,boston,2135,29938.0,,Multifamily Housing,Multifamily Housing (29938.0),65.4,88.0,1959154.756,1767100.1,93850.686,56288.0,11546.92,,,,,,,,,,,,,,,,,,,,,,32.42,in compliance,105397.606,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,1.0,2.0
966,101304,2102524000.0,bostonian realty llc mass llc,3-5 lothian rd,3,5 lothian rd,,2135.0,5  3 lothian rd,boston,2135,30136.0,,Multifamily Housing,Multifamily Housing (30136.0),90.3,31.0,2722732.036,2409500.2,127968.556,91803.0,18832.467,,,,,,,,,,,,,,,,,,,,,,27.48,in compliance,146801.023,2025.0,No,No,No,No,No,No,,,0.0,2.0
1190,101770,2102538000.0,chiswick building co lps,125 chiswick rd,125 chiswick rd,125 chiswick rd,,2135.0,125 chiswick rd,boston,2135,94068.0,,Multifamily Housing,Multifamily Housing (94068.0),57.7,86.0,5425026.276,4687699.9,248963.742,216098.0,44330.344,,,,,,,,,,,,,,,,,,,,,,22.91,in compliance,293294.086,2025.0,No,No,No,No,No,No,,,0.0,0.0
2555,103926,2102551000.0,jche 132 cha llc,132 chestnut hill ave,132 chestnut hill ave,132 chestnut hill ave,,2135.0,132 chestnut hill av,boston,2135,58480.0,,Multifamily Housing,Multifamily Housing (58480.0),53.2,42.0,3110865.624,1077733.3,57238.416,595877.0,122238.208,,,,,,,,,,,,,,,,,,,,,,36.17,in compliance,179476.624,2025.0,No,No,Yes,Yes,No,No,,,0.0,2.0
